,published_At,updated_At,author_DisplayName,text_Original,text_Display,viewer_Rating,like_Count,author_Channel_Id
0,2023-09-28T17:53:58Z,2023-09-28T17:53:58Z,maxjiro25,such a stupid vision .. lol .. instead of strapping a TV to your face .. 2 words .. Microsoft Teams .....,such a stupid vision .. lol .. instead of strapping a TV to your face .. 2 words .. Microsoft Teams .....,none,1,UCMuFAA4cSkBTTyu2btooLTg
1,2023-09-28T17:53:55Z,2023-09-28T17:53:55Z,Charles Blithfield,There is great potential to save a lot of energy in transportation by removing the need for people to be co present for things such as business deals.,There is great potential to save a lot of energy in transportation by removing the need for people to be co present for things such as business deals.,none,0,UCN1D5MhBMV37YpKBCve_AKQ
2,2023-09-28T17:53:55Z,2023-09-28T17:53:55Z,xogaiht,They will use this tech to scan your face and build avatars for robot in the future.,They will use this tech to scan your face and build avatars for robot in the future.,none,1,UCuaNwRJwJ4D4dmqeWZwvlEw
3,2023-09-28T17:53:53Z,2023-09-28T17:53:53Z,ThatsMyJam,This is amazing! Wow,This is amazing! Wow,none,0,UC8z1t5GTzBfKuj4cfOjA6iw
4,2023-09-28T17:53:51Z,2023-09-28T17:53:51Z,Eyal Bor,this is trippy,this is trippy,none,1,UCeW5gNxgKAOPSMxQ3ujElXg
5,2023-09-28T17:53:50Z,2023-09-28T17:53:50Z,Chip Sun,"Horse crap, this is not a meaningful way to connect lex do you hear urself","Horse crap, this is not a meaningful way to connect lex do you hear urself",none,1,UCkJl_QqDQkzuTmOinTbDWUw
6,2023-09-28T17:53:38Z,2023-09-28T17:53:38Z,Paul K,The intro is uncanny Lex is killing me,The intro is uncanny Lex is killing me,none,2,UC_g6tSk3jXzCsul9NtDzJgQ
7,2023-09-28T17:53:36Z,2023-09-28T17:53:36Z,Elsigma4_H3RE,"Imagine ""Unrecord"" with Meta's photorealistic Faces. 😮",Imagine &quot;Unrecord&quot; with Meta&#39;s photorealistic Faces. 😮,none,0,UCWMGRrV3QMMTAfdp9s_viug
8,2023-09-28T17:53:35Z,2023-09-28T17:53:35Z,arnaldonyc,Lex loves the tech that will make humans less connected to humans. We are physical creatures that need and thrive on physical contact with one another. This tech will make us less human. Welcome to transhumanism.,Lex loves the tech that will make humans less connected to humans. We are physical creatures that need and thrive on physical contact with one another. This tech will make us less human. Welcome to transhumanism.,none,2,UCxBot0Ja4GNaP99PPP6UQvA
9,2023-09-28T17:53:25Z,2023-09-28T17:53:25Z,Conan der Barbar,Lex kinda looks more high res than Mark,Lex kinda looks more high res than Mark,none,0,UC09g-DvEbWdOGw_wMzbh9dQ
10,2023-09-28T17:53:25Z,2023-09-28T17:53:25Z,Stacy K.,"My initial reaction: society is official doom. 
My second thought: Take my money! I want one!",My initial reaction: society is official doom. <br>My second thought: Take my money! I want one!,none,0,UCbkpTDHDrUeVtju6puAhtKA
11,2023-09-28T17:53:12Z,2023-09-28T17:53:12Z,KaiserKaine ⭕️,This is the version of the Metaverse we were all waiting for!!! Well done Zuck!,This is the version of the Metaverse we were all waiting for!!! Well done Zuck!,none,52,UC29RrvTlY_HrqKg3G78ykgA
12,2023-09-28T17:53:11Z,2023-09-28T17:53:11Z,Ticker Symbol: YOU,All I can say is... wow. This is INCREDIBLE stuff.,All I can say is... wow. This is INCREDIBLE stuff.,none,17,UC7kCeZ53sli_9XwuQeFxLqw
13,2023-09-28T17:53:05Z,2023-09-28T17:53:05Z,Ben Malik,I wonder if they shake hands in the metaverse would it trick the brain to feel the sensation of actually doing it in real life,I wonder if they shake hands in the metaverse would it trick the brain to feel the sensation of actually doing it in real life,none,1,UCLskt9PsNvldnR2iHkBRxRA
14,2023-09-28T17:53:05Z,2023-09-28T17:53:05Z,MrBeverlyCleary,this is way better than I thought it would be,this is way better than I thought it would be,none,8,UCyuuUF93bATraE7mCUEgmGA
15,2023-09-28T17:53:01Z,2023-09-28T17:53:01Z,BountyBard,Lex!! Can you publish a 360 version of this podcast on YouTube 360???,Lex!! Can you publish a 360 version of this podcast on YouTube 360???,none,0,UCmDKSLbvLnkSKWorC7XwXhw
16,2023-09-28T17:53:00Z,2023-09-28T17:53:00Z,Verrico,Woooooow,Woooooow,none,0,UCKVpWkE7eWjSGHp3TtjOZew
17,2023-09-28T17:53:00Z,2023-09-28T17:53:00Z,Mr. Ash,The future is going to be horrifying.,The future is going to be horrifying.,none,2,UC0trdk9BTa7mNrpyPz_GWqw
18,2023-09-28T17:52:52Z,2023-09-28T17:52:52Z,Mark Manalo,"TRULY AMAZING.  @22:42  Also, Mark's take on the difference between the ""physical world"" and the ""real world"" is really interesting here.","TRULY AMAZING.  @<a href=""https://www.youtube.com/watch?v=MVYrJJNdrEg&amp;t=22m42s"">22:42</a>  Also, Mark&#39;s take on the difference between the &quot;physical world&quot; and the &quot;real world&quot; is really interesting here.",none,5,UCZGtJTlfEomB6J1L1_7UIzw
19,2023-09-28T17:52:46Z,2023-09-28T17:52:46Z,ElderGoob,Genuinely incredible,Genuinely incredible,none,0,UCWgEPYvl8LwOXqBLLlUBd5A
20,2023-09-28T17:52:43Z,2023-09-28T17:52:43Z,KSread,"this is so cool. recently i've realized that the world is not as futuristic as i've imagined it would be  in 2020's when i was a little kid, except for technologies like these :D.","this is so cool. recently i&#39;ve realized that the world is not as futuristic as i&#39;ve imagined it would be  in 2020&#39;s when i was a little kid, except for technologies like these :D.",none,3,UC2lKNYjHKjLBNFBZjoOLz4A
21,2023-09-28T17:52:38Z,2023-09-28T17:52:38Z,Grand-MAGHREB ,Blown away by this interview 😮😮😮😮😮😮,Blown away by this interview 😮😮😮😮😮😮,none,0,UChTNgVFRRKIFT-KzlY4aN2g
22,2023-09-28T17:52:37Z,2023-09-28T17:52:37Z,Induction,Lex is team Zuckerberg vs Musk.,Lex is team Zuckerberg vs Musk.,none,0,UCybBJntbX5deXXYvJ0Ta1Qg
23,2023-09-28T17:52:37Z,2023-09-28T17:53:13Z,Dylan Keppler,There's an unusual amount of sexual tension in the first minute of them meeting,There&#39;s an unusual amount of sexual tension in the first minute of them meeting,none,2,UC93yrzfHWk5ndVaKFZJQPuA
24,2023-09-28T17:52:34Z,2023-09-28T17:52:34Z,teamneverlost,Marks huge investment and gamble on the metaverse appears to have really paid off,Marks huge investment and gamble on the metaverse appears to have really paid off,none,0,UCDoNjT-KOGMtKN7FCQjoxHQ
25,2023-09-28T17:52:34Z,2023-09-28T17:52:34Z,Modi ji,🤯,🤯,none,1,UC0YuKYhXB_STVHExUxE7h2Q
26,2023-09-28T17:52:23Z,2023-09-28T17:52:23Z,Randy Durnil,This is SUPER cool 😎 Can't wait for this technology to be in everyone's hands,This is SUPER cool 😎 Can&#39;t wait for this technology to be in everyone&#39;s hands,none,2,UCe2yqz-UsrhFD04IJRh4mnQ
27,2023-09-28T17:52:20Z,2023-09-28T17:52:20Z,Grant Jenkins,I couldn't think of two worse people on the planet to demonstrate the intricacies of the facial expressions this is capable of.,I couldn&#39;t think of two worse people on the planet to demonstrate the intricacies of the facial expressions this is capable of.,none,1,UCfGag-kLU_mLUp9zw_hp5fA
28,2023-09-28T17:52:16Z,2023-09-28T17:52:16Z,Kyle Kinder,"All jokes aside, this is incredible.  You can really see how in the near future this is going to completely change the internet and how we interact with each other online.  I'm blown away at the realism and you know it will only improve over time.","All jokes aside, this is incredible.  You can really see how in the near future this is going to completely change the internet and how we interact with each other online.  I&#39;m blown away at the realism and you know it will only improve over time.",none,8,UCg7wWsRYfrvMJBkw0bfxlGw
29,2023-09-28T17:52:15Z,2023-09-28T17:52:15Z,Richard Avery,Wow. This is awesome. Nice work Zuck! ❤😂🎉,Wow. This is awesome. Nice work Zuck! ❤😂🎉,none,1,UCWfJOVGjvwLsednCsSc7DHQ
30,2023-09-28T17:52:15Z,2023-09-28T17:52:15Z,Jah Bless,holy shit.,holy shit.,none,0,UCkEAwcYuAmujiRuQDw-DEuw
31,2023-09-28T17:52:08Z,2023-09-28T17:52:08Z,Dougsmoog,Absolutely incredible! I can't believe what I'm seeing here.,Absolutely incredible! I can&#39;t believe what I&#39;m seeing here.,none,0,UC9p2jb0u65uLH78X0zxnIWg
32,2023-09-28T17:52:07Z,2023-09-28T17:52:07Z,abcd efg,lol,lol,none,0,UCnrKRvOfARC_Gw3iL1_Qc7Q
33,2023-09-28T17:52:07Z,2023-09-28T17:52:07Z,ManCaveCentral,Wtf,Wtf,none,0,UCE0nUnfvsgzjpmJ8DkLFzLw
34,2023-09-28T17:52:04Z,2023-09-28T17:52:04Z,David Good,Does the metaverse not allow suits!?,Does the metaverse not allow suits!?,none,0,UC-FL953dCNkCZLaBlJ18WOg
35,2023-09-28T17:52:01Z,2023-09-28T17:52:01Z,Brian Reilly,They're in the Phantom Zone,They&#39;re in the Phantom Zone,none,0,UCSDWgO1qmFmiWDS0AelNlfg
36,2023-09-28T17:52:01Z,2023-09-28T17:52:01Z,K M,You got legs!,You got legs!,none,0,UCtbxZ248XLdLKTrTGTfIgoA
37,2023-09-28T17:52:00Z,2023-09-28T17:52:00Z,Tim Hannan,wow,wow,none,0,UCDxgdZxbf92BVyKRW3NqWYw
38,2023-09-28T17:51:59Z,2023-09-28T17:51:59Z,Michael L,this episode has big weed vibes,this episode has big weed vibes,none,0,UCP4HuM6BFkvRfr6KvTjf3yA
39,2023-09-28T17:51:45Z,2023-09-28T17:51:45Z,Matthew Petty,"Fuck the tech, lex isnt in a suit?! Im bamboozled","Fuck the tech, lex isnt in a suit?! Im bamboozled",none,0,UCqWAiVRwUM9Q20s3jyOKDBg
40,2023-09-28T17:51:40Z,2023-09-28T17:51:40Z,Laughlots,hope this is used for good,hope this is used for good,none,0,UCqFYgJz5cWOJs4xW9erlMvA
41,2023-09-28T17:51:39Z,2023-09-28T17:51:39Z,Numb,meta stock goes to the moon,meta stock goes to the moon,none,0,UCwbxsr_BjTAYOhmGVM8Q4sw
42,2023-09-28T17:51:38Z,2023-09-28T17:51:38Z,Payo Molina,"this is sick.. at this rate, they will be chatting from the holodeck soon rather than the Batcave.","this is sick.. at this rate, they will be chatting from the holodeck soon rather than the Batcave.",none,0,UCjw7-0ClJO2t1yuPBNcQrLA
43,2023-09-28T17:51:35Z,2023-09-28T17:51:35Z,Ron Pudding,"It's getting there but the technology still has a long way to go before it looks super realistic. Textures are really good, but the facial expressions still look pretty stiff. 
That said this is pretty cool technology.","It&#39;s getting there but the technology still has a long way to go before it looks super realistic. Textures are really good, but the facial expressions still look pretty stiff. <br>That said this is pretty cool technology.",none,0,UCsOeaWK40o3JnHL8lqcnJeQ
44,2023-09-28T17:51:27Z,2023-09-28T17:51:27Z,Detlev Eller,… amazing … though the staring is pretty funky!,… amazing … though the staring is pretty funky!,none,0,UCB1LRZ9sWDrLiD_34aafvfw
